CenterX_PreNear_CH0,CenterY_PreNear_CH0,CenterX_PreFar_CH0,CenterY_PreFar_CH0,CenterX_PostNear_CH0,CenterY_PostNear_CH0,CenterX_PostFar_CH0,CenterY_PostFar_CH0,BeamSize_PostCureFar_CH0,R_preX_CH0,R_preY_CH0,R_postX_CH0,R_postY_CH0,AutoFindBeam_CH0
309.4536,248.5383,311.1089,249.8191,317.1068,241.4462,327.3297,242.7833,20170,1.655329,1.280751,10.22289,1.337097,0
318.7524,239.5034,319.4994,239.1824,314.0639,240.8595,301.5074,245.9224,10056,0.74703,-0.320979,-12.55655,5.062989,0
313.3466,239.3782,310.6215,242.1738,316.489,242.2289,305.5435,245.3203,12292,-2.725089,2.795529,-10.94543,3.091411,0
306.3358,247.1976,309.3353,244.8699,316.0071,237.0764,307.7621,235.4556,14534,2.999549,-2.32771,-8.245055,-1.62073,0
307.4567,245.0354,308.7077,246.0791,317.5438,241.5512,317.6343,244.444,20240,1.250977,1.043732,0.090533,2.892741,0
321.4582,243.7621,319.7139,241.624,322.8123,241.1542,322.2039,244.6832,15465,-1.744296,-2.13811,-0.608383,3.52892,0
322.5656,242.4334,323.821,243.5833,327.3646,242.2565,331.1525,239.9651,19659,1.255297,1.149879,3.787923,-2.291463,0
315.8813,236.1929,314.1052,237.3038,311.3312,238.1861,290.1395,246.1322,13674,-1.77611,1.110983,-21.19164,7.946042,0
314.4373,243.8654,315.4106,241.815,317.2061,236.8089,320.9498,230.7851,19406,0.973208,-2.050408,3.743665,-6.023849,0
313.1122,241.1711,312.6502,241.1022,315.8445,243.793,300.1578,247.8002,17317,-0.461947,-0.068919,-15.68665,4.007224,0
315.4514,248.1197,313.0813,248.1611,324.0165,239.1584,338.1151,226.8936,24077,-2.370089,0.04145,14.09859,-12.26477,0
307.6871,249.7361,307.4638,249.1244,316.8986,238.5806,303.5263,242.4491,13951,-0.223243,-0.611738,-13.37225,3.868477,0
309.1756,241.2381,308.9069,240.0718,320.5811,235.5174,335.2573,227.5207,21479,-0.268731,-1.166311,14.67626,-7.996706,0
322.7923,244.107,322.0666,243.701,326.5089,241.414,339.0566,246.7692,14656,-0.725672,-0.405939,12.5477,5.355125,0
318.7219,240.4908,320.2613,240.3855,314.7768,242.273,296.4187,249.3135,11652,1.539351,-0.105207,-18.3581,7.040531,0
317.0024,243.3367,319.0887,242.743,318.3099,236.2905,317.5189,229.5692,13328,2.086331,-0.593709,-0.790967,-6.72133,0
312.2668,235.9215,311.8382,235.3459,315.7541,237.9783,303.682,240.0572,16451,-0.428599,-0.575636,-12.07216,2.07885,0
316.2115,251.4411,316.5697,248.6909,320.341,246.0378,324.4266,243.5112,22687,0.358218,-2.75019,4.085602,-2.526581,0
319.8128,244.5235,319.4248,242.726,321.9162,243.9681,327.4828,250.9353,14678,-0.387961,-1.797587,5.566587,6.96717,0
310.3719,249.9667,308.5399,250.3947,320.3057,239.4538,310.9254,241.011,13659,-1.831961,0.428043,-9.380276,1.55715,0
316.6461,239.3905,319.5866,239.458,313.1199,240.666,301.2075,245.8816,15466,2.940472,0.067477,-11.91244,5.215651,0
310.3718,245.3913,307.8649,246.9043,318.6492,236.198,327.3238,230.6564,24258,-2.506882,1.512963,8.674596,-5.541503,0
313.6038,250.412,310.7456,249.8335,325.4016,245.2303,339.3354,243.9566,22866,-2.85816,-0.578475,13.93378,-1.273734,0
315.7473,240.0482,314.0008,242.5937,321.6162,242.8661,327.2623,248.4194,12407,-1.746498,2.545404,5.646104,5.553262,0
309.3136,254.2196,309.3831,251.7595,318.563,243.8927,312.3916,246.0344,14051,0.069559,-2.46011,-6.171397,2.141733,0
316.7921,244.7496,315.3073,242.5466,320.3037,243.5719,326.8574,251.5597,12962,-1.484857,-2.202912,6.553677,7.987815,0
319.3151,238.5033,320.4155,239.46,318.8185,240.0706,313.244,248.1014,13416,1.100335,0.956625,-5.57451,8.030732,0
318.544,244.0165,319.5859,240.4391,326.5332,237.3094,331.1712,231.9091,21789,1.041903,-3.577374,4.638076,-5.40027,0
315.5507,251.5507,313.7763,251.4617,316.9586,249.3817,320.3373,245.9555,19063,-1.774465,-0.089055,3.378708,-3.426208,0
317.6767,247.5477,315.9197,245.4306,320.9957,245.4697,323.22,246.3,13330,-1.757025,-2.11718,2.224355,0.830273,0
310.379,234.621,309.5947,232.85,316.3126,236.4489,306.4661,235.4112,14953,-0.784279,-1.77106,-9.84654,-1.037699,0
316.3336,241.5114,313.8118,239.6678,325.3513,232.5998,338.9951,220.5562,22627,-2.521827,-1.843631,13.64384,-12.04364,0
322.8036,243.4306,321.6304,244.1857,324.6724,242.0053,329.2945,247.7162,13768,-1.173228,0.755035,4.622087,5.710827,0
318.2639,241.2603,317.4799,239.9496,319.2408,239.0903,316.9789,244.9401,10390,-0.784109,-1.310609,-2.261852,5.849845,0
310.969,239.1516,311.199,239.1147,313.9552,240.9245,300.214,241.8389,16025,0.230078,-0.036935,-13.74121,0.914446,0
312.4198,245.4091,310.3688,243.1652,317.4669,240.7261,317.0074,245.0688,17346,-2.051042,-2.243923,-0.459472,4.34278,0
319.1985,241.6557,318.5492,238.9113,321.2021,239.4865,327.2639,244.0152,12914,-0.649323,-2.744468,6.061815,4.528676,0
320.4417,248.5801,320.5731,248.8111,330.1519,239.2455,350.6283,234.0248,19651,0.131401,0.230959,20.47634,-5.220633,0
317.6922,237.9274,317.3677,238.2934,321.3806,236.3264,325.2876,243.7624,12531,-0.324531,0.366019,3.907025,7.436037,0
327.2888,250.0589,326.4345,251.3363,326.4405,247.0134,328.2334,247.3312,19305,-0.854318,1.277486,1.792872,0.317804,0
317.1397,247.941,317.3841,251.7018,324.2583,239.1216,328.8852,238.4217,18648,0.244318,3.760801,4.62686,-0.699874,0
316.5298,239.7063,318.8427,240.9795,314.3693,241.079,303.4712,247.5827,12361,2.312905,1.273179,-10.8981,6.503735,0
313.7611,242.744,313.5506,244.7814,314.9372,236.085,305.4844,235.9042,16416,-0.210559,2.037454,-9.452762,-0.180848,0
315.0748,252.6511,314.1804,250.3513,316.3063,250.3155,313.7153,245.864,21565,-0.894407,-2.29977,-2.591014,-4.451538,0
318.5502,242.8764,318.5719,240.0384,320.5901,240.3025,327.7141,242.8508,16685,0.021706,-2.837989,7.123982,2.548342,0
308.5756,243.5173,308.9012,242.6955,319.2711,239.7461,329.1308,238.7615,23910,0.325609,-0.821791,9.859781,-0.984631,0
308.0126,252.9476,308.9264,254.6613,316.6957,242.1518,302.5875,243.0509,13189,0.91378,1.713733,-14.10819,0.899151,0
318.5585,237.5169,317.7369,238.7032,315.6955,239.5545,300.0634,248.0994,14907,-0.821617,1.186286,-15.63206,8.544942,0
317.497,242.7367,316.5061,240.5889,323.1732,236.545,325.2986,237.7742,18006,-0.990903,-2.147806,2.125312,1.229246,0
314.0996,239.4877,312.7133,238.501,317.215,242.7896,311.3701,245.013,16889,-1.386329,-0.986761,-5.844887,2.223395,0
321.2272,240.1885,318.4843,239.1423,323.033,238.3863,326.3457,245.3396,13145,-2.742877,-1.046179,3.312689,6.953331,0
317.9338,249.3394,319.3655,246.4224,326.2963,240.1478,334.091,238.3202,17991,1.431729,-2.917034,7.794758,-1.827612,0
315.1915,239.1289,316.6634,237.1569,318.2418,236.4106,324.9332,237.784,23202,1.471896,-1.971976,6.691433,1.373378,0
317.1416,240.6762,314.1653,242.4211,320.4403,243.8457,319.6642,247.7732,17264,-2.976283,1.744861,-0.776151,3.927528,0
321.1764,240.4267,319.5978,242.9443,318.2077,241.1229,301.4779,246.3645,14594,-1.578497,2.51761,-16.72981,5.241608,0
320.3091,243.3607,320.2247,241.7884,322.8302,241.1168,331.3762,244.6878,16862,-0.084362,-1.572298,8.546036,3.570982,0
319.6579,241.1684,320.9673,243.4482,324.4788,237.1784,335.1983,236.9831,17852,1.309469,2.279744,10.71949,-0.195312,0
322.1495,237.6333,324.0333,240.1237,325.0041,237.6933,342.5656,240.5284,17141,1.883781,2.490397,17.56146,2.835053,0
316.3685,238.3195,314.3651,237.4702,319.7297,241.103,314.5578,244.1371,15644,-2.003399,-0.849234,-5.171899,3.034006,1
317.0886,247.6163,315.297,246.5742,320.5968,241.3914,318.4808,240.9441,17767,-1.791614,-1.042001,-2.116033,-0.447319,0
314.7057,245.1579,311.7465,242.854,318.9422,240.1467,321.4893,240.5893,16162,-2.959183,-2.303922,2.547163,0.442632,0
327.8263,246.9455,329.3792,245.8185,330.0186,244.2234,334.375,246.3249,16123,1.552869,-1.126971,4.356394,2.101489,0
318.6449,239.9065,320.8881,239.642,322.8995,239.5167,334.0914,238.6232,11309,2.24318,-0.264455,11.19188,-0.893522,1
310.0504,252.1828,312.2713,252.8404,319.6837,242.2236,314.2957,248.7476,14744,2.220829,0.657599,-5.388015,6.523938,0
303.6018,243.8593,304.2623,244.281,316.0135,238.0718,333.4322,232.4405,21981,0.660493,0.421704,17.41862,-5.631285,0
318.4999,244.5075,317.3709,243.857,321.9265,238.2533,313.6478,237.6122,13914,-1.129003,-0.650447,-8.278657,-0.641116,0
319.8834,246.1973,321.6808,242.4686,328.6758,237.7155,339.3229,228.3622,19589,1.797337,-3.728707,10.64717,-9.353297,0
317.3875,242.4247,319.6706,241.0253,321.9046,237.7331,336.0556,230.824,20479,2.283128,-1.399459,14.15104,-6.909041,0
323.6987,242.3623,323.8816,240.6373,324.7927,238.6524,325.1427,231.446,21028,0.182949,-1.724938,0.349984,-7.206329,0
313.4777,243.7593,314.793,246.1183,325.3987,239.297,339.9513,241.3685,20256,1.315261,2.359008,14.55253,2.07151,0
314.8146,241.9084,316.1106,241.7066,318.8604,244.0358,308.8541,249.553,16781,1.295981,-0.201835,-10.00629,5.517235,0
316.1304,243.3871,318.64,241.7361,319.9495,237.605,321.2435,240.0789,13873,2.509647,-1.651051,1.293973,2.473888,0
319.2848,244.8222,322.1767,243.0818,321.4496,242.029,330.6519,248.3184,16888,2.891919,-1.740384,9.202306,6.289378,0
321.9892,241.5379,320.6532,242.255,319.7214,243.413,309.4232,253.4596,11695,-1.336,0.717088,-10.29826,10.04663,0
308.0323,249.2336,310.9003,248.2185,316.9193,237.7773,297.9958,241.2936,13907,2.868054,-1.015094,-18.92348,3.516335,0
318.2733,244.3171,319.8143,243.108,320.1346,242.802,325.3799,247.5323,16074,1.540996,-1.209104,5.245258,4.730376,0
321.1669,245.7113,321.006,243.5081,324.0699,244.7216,330.6032,244.6638,20773,-0.160907,-2.203226,6.533279,-0.057825,0
319.5326,239.3201,317.5814,242.299,316.2107,240.231,299.64,249.4435,11370,-1.951173,2.978885,-16.57065,9.21254,0
310.2003,255.5654,309.6404,254.97,318.5206,244.7546,309.0142,246.6529,14634,-0.559895,-0.595427,-9.506431,1.898307,0
313.5642,240.404,312.8694,238.9559,316.0434,230.9299,316.9465,209.33,14592,-0.694821,-1.448136,0.903112,-21.59985,0
321.2807,239.7628,320.0913,237.3532,327.0692,238.1474,341.2223,242.7597,12432,-1.189473,-2.409587,14.1531,4.612226,0
314.9512,237.9443,314.2684,235.3222,317.0764,241.3831,303.256,246.9159,16170,-0.682796,-2.622058,-13.82043,5.5328,0
320.7973,245.7592,319.9803,247.2222,327.9782,236.7352,340.2613,225.8023,20893,-0.816977,1.462996,12.28309,-10.93292,0
304.6429,248.4384,305.0482,245.4735,313.5703,237.6581,298.9539,239.48,14339,0.405332,-2.964868,-14.61638,1.821953,0
320.5668,240.854,321.6721,240.4187,317.435,242.1136,306.2415,242.9311,13519,1.105222,-0.43528,-11.19345,0.817498,0
317.9029,242.9159,318.1249,241.7713,321.2263,234.4012,323.7256,215.5852,13602,0.221982,-1.144582,2.499354,-18.81602,0
319.8665,242.8945,319.4304,241.0562,322.5283,243.5585,333.7328,244.9786,16254,-0.436111,-1.838382,11.20447,1.420078,0
317.278,251.4135,319.1553,249.7054,320.6675,251.7467,323.9418,263.5219,20337,1.87727,-1.708052,3.274239,11.77518,0
320.0833,240.8212,318.7817,243.3261,315.8486,242.3166,296.307,250.5574,11755,-1.301606,2.50494,-19.54157,8.240772,0
312.2453,239.0319,313.0594,241.068,318.5664,240.773,328.6761,242.2582,13055,0.81412,2.036138,10.10962,1.48525,0
309.1643,251.666,310.6923,251.2438,317.4714,241.0032,307.9463,248.2955,14607,1.527948,-0.422201,-9.525035,7.29226,0
314.4998,246.9014,313.4709,246.0446,317.1869,245.0998,323.756,250.9471,15305,-1.028835,-0.856811,6.569129,5.847323,0
321.7688,238.4497,321.0717,241.4375,326.423,238.3303,339.9338,241.0229,15487,-0.697127,2.987782,13.51085,2.69261,0
313.2151,252.9269,311.056,253.1071,319.837,243.1295,303.8491,250.2087,15086,-2.159128,0.180169,-15.98789,7.079151,0
317.4034,241.961,319.9556,244.31,320.1188,241.2054,332.6172,241.8871,15043,2.552147,2.348972,12.49837,0.681752,0
313.5228,244.5639,314.4098,243.6237,317.1106,238.062,317.5449,238.3969,19014,0.88695,-0.940165,0.43431,0.334969,0
313.9365,245.1075,313.4874,242.6795,317.7656,242.096,318.1089,243.7598,17329,-0.449119,-2.427915,0.34334,1.663752,0
315.7228,238.4125,318.5803,240.0085,320.0121,240.7089,316.0533,240.2947,17779,2.857413,1.596021,-3.958846,-0.414184,0
323.0282,242.5446,320.1281,243.2086,325.9691,240.6092,330.5821,248.7351,15506,-2.900058,0.664026,4.61299,8.125929,0
322.6113,241.4549,320.7509,242.4852,320.2142,242.6348,309.9597,247.9585,12469,-1.860384,1.030306,-10.25452,5.323664,0
303.723,249.5986,305.9976,251.2098,311.2118,240.4093,296.475,248.0291,13971,2.274604,1.611152,-14.73678,7.619709,0
325.3765,239.7713,323.3319,241.4303,325.0098,236.9976,337.2961,231.909,21340,-2.044658,1.658997,12.2863,-5.088561,0
328.5036,233.5764,326.8405,233.7889,330.8386,229.5485,341.203,226.8744,20371,-1.66302,0.21251,10.36444,-2.674077,0
308.5627,249.5058,306.5131,248.4177,317.2761,240.0317,303.576,248.0567,14337,-2.049551,-1.088014,-13.70012,8.02504,0
318.8432,250.4219,317.5422,247.8096,326.5669,242.0049,339.5139,231.5266,24089,-1.300968,-2.612304,12.94701,-10.4783,0
317.4532,242.2056,320.322,243.0259,316.2026,243.4016,312.5088,249.2262,11202,2.868837,0.820337,-3.693879,5.824568,0
309.3379,243.1068,310.7788,242.0905,322.0404,237.9072,334.5207,235.4764,22036,1.440939,-1.016277,12.48026,-2.430713,0
320.8872,243.0231,319.9117,240.6957,323.0242,241.4395,323.9916,248.2892,15677,-0.97544,-2.327444,0.967429,6.849688,0
313.9574,239.018,313.5421,239.1334,318.0212,241.373,313.1831,245.3535,15899,-0.415328,0.115376,-4.838149,3.980595,0
315.6974,248.6333,314.3361,245.9211,319.2837,241.2417,316.4665,236.3984,18632,-1.36132,-2.712183,-2.817257,-4.843281,0
317.5622,241.5864,319.2824,241.5818,313.9715,242.9884,299.0474,248.9901,11928,1.720173,-0.004654,-14.92416,6.001742,0
323.0396,245.2365,324.2231,243.3257,323.2298,242.6725,321.4379,245.9224,15664,1.183546,-1.910835,-1.791936,3.249862,0
319.6721,237.5569,318.9565,238.8076,323.7217,241.2343,326.2102,247.1188,12336,-0.715564,1.250698,2.488478,5.88447,0
317.9066,245.2918,319.8689,245.1104,326.7824,237.7481,338.5524,235.7141,22796,1.9623,-0.181484,11.76994,-2.033989,0
312.4983,248.9442,312.7066,246.6009,316.3937,243.1433,316.8539,244.5237,19859,0.208321,-2.343343,0.460155,1.380411,0
305.5003,241.9278,306.259,242.5754,317.9026,238.2887,317.1856,242.8694,20517,0.758645,0.647661,-0.717046,4.580727,0
305.549,251.4898,308.1599,249.3627,313.7168,242.4009,303.4284,247.9132,14362,2.610891,-2.127082,-10.28842,5.512349,0
318.072,241.317,317.0032,241.9889,322.6133,238.004,328.2184,245.6891,12165,-1.068767,0.671912,5.605111,7.685077,0
319.2057,243.6189,317.0567,246.3971,323.7747,243.1283,337.2036,248.2053,13700,-2.149044,2.778259,13.42882,5.077071,0
322.2209,245.2106,320.2842,242.769,323.9208,243.3949,321.9026,246.905,13849,-1.936684,-2.441572,-2.018169,3.510176,0
315.6241,240.7884,318.4884,243.0189,312.0889,242.3946,299.6524,247.6388,11023,2.86426,2.230442,-12.43656,5.244235,0
319.5458,251.3374,320.3011,251.8039,329.9199,242.2592,351.4639,239.8565,21188,0.755299,0.466574,21.54403,-2.402626,0
320.2073,241.0564,322.2008,241.6641,324.2815,240.9872,342.2509,244.7332,12749,1.993535,0.607722,17.96938,3.745989,0
310.7929,237.9979,312.8038,237.8292,312.3204,234.9682,311.6524,233.0272,13187,2.010868,-0.168723,-0.667983,-1.940976,0
318.7836,242.3557,317.2767,242.6301,315.5807,243.4229,299.4783,250.323,15138,-1.50691,0.274398,-16.10243,6.900127,0
316.2749,241.319,318.3298,239.4703,317.635,244.9409,311.2367,250.3095,16361,2.054872,-1.848681,-6.398268,5.368642,0
321.8038,242.7998,320.0238,240.1208,322.6525,240.9434,324.5007,247.7606,12779,-1.78002,-2.679068,1.848159,6.817264,0
311.7849,244.9028,309.5608,243.015,322.2375,238.7192,326.9258,235.4388,21237,-2.224155,-1.887781,4.688259,-3.280481,0
320.0807,255.3983,321.642,255.2576,328.6461,246.9111,340.4402,241.8197,19319,1.561319,-0.140662,11.79404,-5.091396,0
322.9502,244.5989,323.1405,241.6522,323.7872,243.4534,321.7743,245.4666,13347,0.190307,-2.946712,-2.01288,2.013226,0
323.0085,248.156,324.8448,247.1305,327.9661,249.2208,323.6489,243.8849,16057,1.836311,-1.025498,-4.317212,-5.335934,0
319.7856,250.1779,319.9721,251.6678,322.679,243.936,322.8003,244.199,20617,0.186462,1.489916,0.12125,0.262935,0
330.9258,245.6778,333.3027,244.4567,332.4683,243.5653,337.3487,247.9913,17458,2.376942,-1.221071,4.880386,4.426001,0
310.1711,244.1817,307.4987,243.2023,318.7748,238.9648,311.6197,239.0968,22302,-2.672385,-0.979388,-7.155112,0.131971,0
319.0044,248.1696,321.7344,245.3444,320.7002,242.5863,313.9151,241.4031,18127,2.730018,-2.825267,-6.785091,-1.183237,0
322.0096,246.8856,319.7205,245.9347,325.2373,244.8673,335.9284,251.4886,16841,-2.289211,-0.95086,10.69113,6.621349,0
317.5968,235.5361,320.4072,236.9492,320.3958,231.3492,322.3041,231.5727,21607,2.810337,1.413096,1.908288,0.223575,0
311.5655,251.4626,312.1827,249.7798,319.3786,242.2319,305.5684,252.5941,13798,0.617254,-1.682788,-13.81017,10.36221,0
314.8505,245.0096,315.7121,245.4402,316.8624,239.4859,312.5609,242.9559,12301,0.861548,0.430675,-4.301537,3.469996,0
315.8689,239.4309,317.8268,236.9554,319.6505,239.6187,336.8664,240.7293,14262,1.957963,-2.475591,17.21596,1.110633,0
301.0038,250.5475,303.7708,250.4966,309.4233,241.2792,291.3756,250.6634,14221,2.766998,-0.050922,-18.04771,9.384203,0
319.6768,242.7891,320.8154,239.8455,322.7679,239.6859,329.7448,234.8603,16810,1.138567,-2.943591,6.977003,-4.825586,0
318.182,244.5048,319.0564,244.4187,326.1846,235.9217,331.1206,245.187,16264,0.874351,-0.086125,4.936003,9.265293,0
315.8563,245.3037,316.1508,243.1799,317.8457,244.2456,319.6304,246.6059,16528,0.294446,-2.12372,1.784736,2.360337,0
319.6333,239.8719,319.0934,240.7809,320.5057,236.0893,322.087,232.9301,16200,-0.539927,0.908968,1.58129,-3.159162,0
302.2563,249.4372,304.923,249.3134,309.807,239.6793,297.6008,248.5408,14264,2.66673,-0.123871,-12.20616,8.861523,0
315.9233,255.4843,317.2336,254.6803,323.6551,247.4616,338.1324,247.3994,20375,1.310355,-0.804053,14.47728,-0.06222,0
300.4948,247.6328,299.2199,248.6549,309.113,237.3358,295.7147,241.2298,14841,-1.274813,1.02215,-13.39832,3.894034,0
320.6248,244.8661,318.8428,242.6345,322.8432,242.757,326.2547,246.2472,15390,-1.781964,-2.231616,3.411537,3.490288,0
306.4456,252.0567,309.3726,250.7769,312.2785,242.9509,289.9684,251.0198,16090,2.926929,-1.279859,-22.31018,8.068855,0
312.9906,242.0747,315.489,241.9589,317.6007,245.4771,318.9362,253.363,18391,2.49841,-0.115873,1.335473,7.885955,0
318.4154,242.5135,315.6172,239.7949,321.0948,236.1874,312.5897,232.0767,18221,-2.798246,-2.71856,-8.505143,-4.110718,0
324.4306,248.6089,323.04,247.7028,327.0739,246.0393,334.8674,250.1379,16694,-1.390659,-0.906174,7.793455,4.098614,0
303.3477,253.2429,301.8528,250.391,308.9794,244.0074,287.397,251.8751,14617,-1.494857,-2.851882,-21.5824,7.867722,0
316.1731,240.0551,313.8931,239.9428,320.5993,240.0768,333.3787,244.3052,12380,-2.280001,-0.112379,12.77935,4.228351,0
320.9613,237.7745,322.332,235.3566,323.956,233.6481,329.1054,228.8948,21911,1.370696,-2.417906,5.149416,-4.75328,0
325.0863,243.6814,322.9255,241.7924,326.3941,241.3545,325.7916,245.0863,14576,-2.160769,-1.888987,-0.602506,3.731789,0
316.4788,245.5636,319.7033,242.1855,325.4375,237.6647,335.548,236.5953,20111,3.224581,-3.378066,10.11055,-1.069403,0
308.1111,245.1269,306.1444,243.7306,315.1443,236.4756,303.5874,245.096,13364,-1.966678,-1.39629,-11.55693,8.620402,0
315.9527,243.9592,317.2099,241.3207,321.1549,244.2566,340.2256,246.109,13362,1.257188,-2.638529,19.07061,1.852443,0
318.8808,235.5127,319.0936,236.3477,321.7985,227.6824,335.4256,207.2296,11287,0.212807,0.834977,13.62711,-20.45273,0
320.8192,248.9396,320.834,247.3105,328.467,241.3155,340.0242,239.5906,20138,0.014789,-1.629126,11.55722,-1.724929,0
315.9473,238.2027,315.4994,240.5579,318.6757,238.1904,332.6558,240.3698,14835,-0.44783,2.355168,13.98006,2.17942,0
316.8544,242.7711,318.5457,241.4543,322.4748,238.567,336.9233,242.0315,16111,1.691261,-1.316745,14.44851,3.464525,0
319.0501,246.0904,321.99,243.4269,320.1771,244.3449,319.8669,247.0979,15691,2.939894,-2.66355,-0.310223,2.753032,0
303.389,247.9431,302.6784,245.304,309.0709,237.1704,289.4364,236.8026,13917,-0.710622,-2.639155,-19.63448,-0.367787,0
320.619,242.8243,318.0263,241.7463,316.6358,243.6778,295.6065,246.0358,11386,-2.592632,-1.077976,-21.02924,2.357958,0
314.2748,249.1965,315.8617,246.2276,316.3021,248.5409,314.6163,245.1,18865,1.5869,-2.968924,-1.685804,-3.440907,0
312.6075,242.9961,314.0986,242.765,320.8148,238.017,316.8012,237.0301,19384,1.491073,-0.231124,-4.013599,-0.986939,0
320.2257,243.3223,317.9837,244.0345,317.8972,244.7049,308.2894,251.6087,11008,-2.241997,0.71224,-9.607807,6.903864,0
317.994,250.4428,317.7253,251.5607,319.4654,246.1331,311.2331,253.2,17829,-0.268687,1.117904,-8.232261,7.066938,0
322.2373,245.8604,323.8405,244.2684,324.0424,243.8568,328.2398,247.3076,16343,1.603114,-1.592038,4.197438,3.450757,0
314.3064,251.2674,316.0388,249.899,318.8992,248.782,326.7173,249.4002,19883,1.732504,-1.368324,7.818088,0.618276,0
318.3166,242.7115,315.4906,241.0319,321.9487,238.4248,326.5784,242.481,17930,-2.825955,-1.67952,4.629642,4.056251,0
321.0025,241.7047,322.7007,243.5847,318.4851,243.6555,306.4892,252.8195,13791,1.698174,1.880078,-11.9959,9.164058,0
318.0918,246.7109,318.6434,247.6395,321.1329,240.8651,318.2818,245.257,19195,0.551582,0.928543,-2.851077,4.391979,0
330.1654,248.433,328.8752,246.6134,331.1591,245.1113,337.4445,248.217,15752,-1.290189,-1.819663,6.285449,3.105725,0
306.3635,250.4298,306.1442,248.5973,311.5168,247.1003,314.5383,250.1529,20116,-0.219292,-1.832534,3.021424,3.052557,0
323.5327,243.0566,322.4721,245.8474,327.2303,243.4216,344.292,245.1426,15268,-1.060646,2.790768,17.06165,1.720967,0
301.2329,252.3669,298.8169,255.1637,307.6086,243.4838,282.2523,253.2125,13976,-2.416039,2.796779,-25.35628,9.728714,0
319.0299,238.0978,317.71,240.3281,314.7152,239.591,296.2265,248.2974,10529,-1.319938,2.230306,-18.48872,8.706336,0
319.2399,249.352,320.4059,246.8954,324.6833,246.5139,330.4965,249.3289,21946,1.166014,-2.456606,5.813201,2.815045,0
316.4712,247.075,313.6941,248.7981,317.3072,245.2344,318.6826,250.975,16665,-2.777075,1.723063,1.375373,5.740599,0
316.2549,250.0231,313.4104,250.229,324.222,243.3777,329.2618,239.496,15738,-2.844488,0.205834,5.039827,-3.881728,0
310.3999,246.7562,311.5194,247.8226,310.5784,241.5137,297.1109,245.3672,19537,1.119474,1.066392,-13.46753,3.853523,0
314.6104,242.2133,316.6525,239.9522,311.3634,243.9411,301.8876,249.1386,11016,2.042099,-2.261145,-9.475779,5.197475,0
305.9449,252.1283,304.7999,251.8139,312.6217,242.726,294.7827,250.0838,13978,-1.145019,-0.314318,-17.83896,7.357734,0
312.4171,251.2953,312.7633,251.423,317.3061,247.4506,323.5046,246.6462,20665,0.346237,0.127709,6.198518,-0.804477,0
319.2177,247.3382,317.9405,246.8992,322.6173,243.7539,319.9724,249.8625,16589,-1.277203,-0.438977,-2.644946,6.108629,0
321.8737,242.3282,319.0451,240.7279,324.5868,240.564,324.076,247.4624,16275,-2.828554,-1.600329,-0.510815,6.898461,0
315.3643,246.3678,313.8257,244.0883,318.2781,244.3403,324.6342,239.3491,21017,-1.538605,-2.279531,6.356171,-4.991217,0
314.0519,250.2666,314.3085,250.5965,323.1893,246.3824,322.9716,247.2337,19327,0.25659,0.329952,-0.217704,0.851296,0
321.0169,240.8379,318.4687,241.3615,317.1807,242.9877,299.0807,252.1008,11764,-2.548287,0.523509,-18.09997,9.113131,0
311.9144,246.387,314.1914,247.3349,312.3887,241.0604,311.4559,244.4908,19080,2.277014,0.947929,-0.932827,3.430337,0
320.2423,238.9267,319.6715,239.9746,323.8055,239.9229,335.9786,245.9964,12104,-0.570865,1.047918,12.17314,6.073519,0
319.273,246.2785,321.2331,246.2856,323.2547,242.1987,324.3675,244.3973,15580,1.960038,0.007107,1.112735,2.198607,0
312.1565,242.1324,314.7563,240.8523,313.2815,247.2215,312.1301,255.9185,17521,2.599732,-1.280064,-1.151407,8.697048,0
329.082,245.2323,326.2765,244.3481,330.0993,243.3212,333.6609,246.5068,15873,-2.805466,-0.884207,3.561607,3.185529,0
310.7177,243.4724,312.0011,241.4598,314.3693,236.4782,321.0801,221.4416,14261,1.283471,-2.012608,6.710755,-15.03662,0
312.9251,250.3698,313.6261,251.0041,323.2101,245.4908,326.2184,244.1011,22611,0.70101,0.634311,3.00825,-1.389703,0
320.1945,243.5558,319.4841,244.578,315.1603,245.8371,296.7794,254.6355,10728,-0.710396,1.022241,-18.38081,8.798419,0
315.7214,246.3021,316.2455,243.861,320.1215,241.8954,322.4382,236.9882,18752,0.524126,-2.441015,2.316725,-4.907274,0
304.5618,253.3776,303.7655,252.3591,312.1246,244.6196,296.4745,250.1712,14827,-0.796303,-1.018477,-15.65013,5.551626,0
321.2091,241.7477,323.1513,239.0529,324.7433,238.5314,329.3485,244.3511,10680,1.942166,-2.694778,4.605196,5.819692,0
314.2037,249.3563,311.6893,247.941,317.6462,246.7768,320.8138,246.4344,21197,-2.514375,-1.415269,3.167525,-0.34242,0
317.9878,243.5704,319.2923,240.7532,320.7559,243.5926,332.7264,241.7771,16323,1.304583,-2.817187,11.97052,-1.815456,0
321.406,245.9289,318.4522,243.8944,322.7956,244.448,323.142,248.4533,16035,-2.953732,-2.03453,0.34642,4.005309,0
319.5897,248.7713,318.5651,247.2444,327.9773,239.5887,341.4337,235.7317,19969,-1.024543,-1.526832,13.45642,-3.856951,0
322.545,240.9985,321.6295,243.7773,326.89,240.7439,342.6929,245.6604,14754,-0.915488,2.778769,15.80287,4.916532,0
